doc_uri,Aaron Keith III,Aaron Mills,Abigail Wong,Adam Ramirez,Adam Rogers,Adam Williams,Albert Paul,Alexis Levy,Alicia Garcia,Alicia Wiley,Alison Perry,Alyssa Burgess MD,Amy Dickerson,Amy Morris,Amy Rodriguez,Andrea Cochran,Andrea Smith,Andrea Tucker,Annette Green,Ashley Mcguire,Brian Hill,Brittany Anderson,Caitlin Washington,Calvin Estrada,Casey Perry,Charles Martin,Cindy Jones,Craig Leon,Cynthia Roach,Daniel Jones,Denise Reynolds,Dr. Ronald Thomas,Drew Williams,Eddie Reid,Emily Smith,Eric Moon,Erik Santana,Fernando Hinton,Hannah Galvan,James Fowler,James Johnson,Jason Moreno,Jeanette Bishop MD,Jennifer Oconnor,Jeremy Campbell,Jeremy Williamson,Jesse Richardson,Jon Lewis,Julie Bullock,Kaitlyn Leon,Karen Perez,Kathleen Valencia,Katrina Case MD,Kelly Smith,Kevin Sims,Kirk Gordon,Lauren Rogers,Linda Torres,Lisa Price,Lucas Boone,Mark Russell,Mary Rodriguez,Megan Chapman,Michael Green,Michelle Sellers,Mr. Tracy Aguilar,Mrs. Kayla Hill DDS,Ms. Tracy Cruz,Nancy Hughes,Nicholas Navarro,Nicholas Smith,Nicole Gay,Pamela Stone,Rachel Smith,Rita Perez,Ryan Wolfe,Sally Morgan,Samuel Hall,Sandra Smith,Scott Greene,Shannon Parrish,Stephanie Anderson,Stephanie Cox,Steven Martinez,Steven Russell,Summer Davis,Teresa Acosta,Teresa Bowman,Terry Lane,Terry Myers,Tina Fisher,Tonya Long,Travis Montgomery,Travis Montoya,Veronica Jackson,Veronica Walker,Victoria Perez,William Carpenter,William Vaughn,Zachary Miles
http://sampson-robinson.com/blog/list/wp-content/terms/,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,-1.0,,,
http://garcia-martin.com/tag/list/category.html,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,,-1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,
https://steele.com/category/categories/categories/post.asp,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,,,-1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,
http://www.rodriguez-welch.com/explore/categories/search/search.html,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,-1.0,,,1.0,,,,,,,-1.0,,,,,,,,,,,,,,-1.0,,,,1.0,,1.0,,,,,-1.0,1.0,,,,,,,,,,,,,1.0
http://www.eaton.info/terms.htm,,,1.0,,,,,,-1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,-1.0,,1.0,,1.0,1.0,,,,1.0,1.0,-1.0,,1.0,,,,-1.0,1.0,
https://www.johnson-frye.biz/,,,,,,,1.0,,,,-1.0,,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,-1.0,1.0,,,,,,,,,-1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,
http://www.pena.biz/home/,,,,,,,,,,,,,1.0,,,,,1.0,,-1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,1.0,,-1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,-1.0,1.0,,-1.0
https://www.harper-braun.net/blog/login/,,,,,-1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,-1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
https://www.perez.info/category.html,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,-1.0,,,1.0,,,,,,1.0,,1.0,-1.0,,,1.0,,,1.0,,,,,1.0,,-1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
https://maldonado-russell.com/tag/wp-content/category/,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,-1.0,,,,,,,,,1.0,-1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,1.0
https://woods.com/,,,,,,,,,,,,,,,,1.0,,,,-1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,-1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,-1.0,,,,,1.0,-1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0
https://barry.net/,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,-1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,-1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,-1.0,,-1.0,,,,,,,,,,1.0
http://www.ford.info/index.html,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,-1.0,,,,,,,1.0,,,,,,,-1.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,
http://www.farmer.info/index.php,,,,,,,1.0,,,,,1.0,-1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,-1.0,,,,,,,,1.0,,,1.0,,,
https://www.cox.org/,,1.0,,,,,,,,,-1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,-1.0,-1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,-1.0,,,1.0,,,,
http://hicks.com/,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,-1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,-1.0,,1.0,
http://cherry.com/wp-content/faq.html,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,
https://phillips.com/faq.html,,-1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,1.0,1.0,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,1.0,,,
http://www.bell.com/main.php,1.0,1.0,,1.0,,-1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,-1.0,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,1.0,,-1.0,,,,,,1.0,
http://matthews.net/about.htm,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,-1.0,,,,,,,,,,,1.0,1.0,,,,-1.0,1.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,
https://www.tanner-jarvis.com/categories/category/author.html,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,,,,-1.0,,,1.0,1.0,,1.0,,1.0,-1.0,,,1.0,1.0,,,,,,,
https://ramsey-chang.net/search/homepage/,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,-1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,
https://williams.biz/wp-content/posts/category/,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,-1.0,,,,,-1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,-1.0,1.0,1.0,1.0,,-1.0,,1.0,,-1.0,-1.0,,,,1.0,,,,,-1.0,,,1.0,,,,,,,,-1.0,,,
http://johnson-phillips.com/category.php,,,1.0,,,,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,1.0,-1.0,,,,,,-1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,-1.0,,1.0,,,,,,1.0,,,,,,,,,,,
https://herrera.biz/wp-content/tags/search/about.php,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,-1.0,,,
https://myers.com/,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,-1.0,,1.0,,,,-1.0,,,,,,,,,,,,,
http://www.myers-villegas.com/,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,
http://riggs.info/login/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,-1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,-1.0,,,1.0,,1.0,,,,,-1.0,,,,,
http://www.kennedy-thomas.com/,,-1.0,,,,,,1.0,,,,,-1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,-1.0,,,,,-1.0,,1.0,,,,-1.0,,1.0,,,-1.0,,,,,
http://www.obrien.com/,,,,,,,,,,,,,-1.0,1.0,,,1.0,,,,,,,,,,,1.0,-1.0,,,,,,,,,1.0,,,,1.0,,,,,-1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,
https://www.mitchell.net/post.php,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,1.0,-1.0,,,,,,,,,-1.0,,1.0,,,,,,,,
http://hudson.com/,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,-1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,
https://www.rodriguez-wilcox.com/,1.0,,,,1.0,,,,,,,,1.0,1.0,,,-1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,-1.0,,1.0,,1.0,,,,,,,,,,1.0,,,1.0
http://www.woods.com/,,,,,,,,1.0,,1.0,,,1.0,,,-1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,-1.0,-1.0,,-1.0,,1.0,-1.0,,,
https://lucas.com/about.html,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,-1.0,,,,1.0,,,,1.0,,,,,1.0,,1.0,-1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,-1.0,,1.0,,,1.0,1.0,,,
http://brown-bates.com/post/,,,,,,,,1.0,,,,,,,,,,,,-1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,-1.0,1.0,1.0,,,-1.0,,,-1.0,,,-1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,-1.0,1.0,,,,,
https://hudson.biz/,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,1.0,,,,,1.0,,,,,-1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0
http://www.thomas.com/,,,,,,,,,,,,,,,,1.0,1.0,-1.0,,,,1.0,,,,,,,,,,,,,,,-1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,1.0,-1.0,1.0,,,1.0,,,,,,-1.0,,,,
https://castaneda.info/category/list/terms.html,1.0,,,1.0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,-1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
http://brock-flynn.com/search/,,1.0,,,,,,,,,,,,,,,1.0,-1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,-1.0,1.0,,1.0,,,,,,,,1.0,,-1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,
http://www.roberson.com/login/,,1.0,,,,,,1.0,,,,,,,,,1.0,-1.0,1.0,,,,,,,,,,,,,1.0,-1.0,,,,,,-1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,-1.0,,,,1.0,-1.0,-1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,-1.0,,,1.0
http://adams.com/explore/wp-content/main/login.php,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,-1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,-1.0,,,
http://www.byrd.com/privacy.html,,,,,,,,-1.0,,,,1.0,,,,-1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,-1.0,,,,-1.0,1.0,,1.0,,,,,,,,,1.0,,-1.0,,,-1.0,,,,-1.0,,,1.0,,,1.0,,,,,,,-1.0
http://mccoy-coleman.com/search/,,1.0,,,,,,1.0,,,1.0,-1.0,,,,-1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,-1.0,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,
http://johnson-watkins.com/explore/author.html,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,-1.0,,,,,1.0,,,,1.0,,,,1.0,,,-1.0,,,,,,,,,,,,,,
https://www.johnson.com/,,-1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,-1.0,,1.0,,-1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,-1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
https://www.harris.com/home.php,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,-1.0,-1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,-1.0,,,,,1.0,,,,,1.0,1.0,
http://www.patel-gray.com/posts/about/,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,-1.0,,,,1.0,,,1.0,1.0,,1.0,,,,,,-1.0,,,,,,,,,1.0,,
http://www.garrison.com/,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,-1.0,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,-1.0,-1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,
https://www.schultz-buckley.com/,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,-1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,
https://www.moreno.net/list/posts/posts/faq/,,,,,,,,,,,,,1.0,,,-1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,-1.0
https://stevenson.com/wp-content/app/tag/privacy.htm,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,-1.0,,,,1.0,,,,,,,,,,,,,-1.0,1.0,,,-1.0,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,,,-1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,-1.0,,,
http://www.castillo-baldwin.com/list/main/post.html,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,-1.0,1.0,,1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,-1.0,,,,,,1.0,,,,1.0,1.0,,,,,-1.0,-1.0,,,,,,1.0
http://www.carr.com/,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,1.0,,1.0,,,-1.0,
http://www.mills.com/list/search.asp,,,,,,,,,,1.0,-1.0,1.0,1.0,,,,,-1.0,,,,,,,,1.0,,,,,,,,-1.0,,1.0,1.0,,,,,,,-1.0,-1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,-1.0,,,,,,,,,1.0,,,,,,,,,,-1.0,,1.0,,,-1.0,,,,,,,,1.0
https://morris.com/login/,,,,,,1.0,,,,,,,,,1.0,-1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,-1.0,,-1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,-1.0,,,1.0,,,,,
https://williams.com/home/,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,-1.0,1.0,1.0,-1.0,,1.0,,1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,
http://white.com/,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,-1.0,,,,,,,,-1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,
https://www.garcia.com/homepage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,-1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,
