doc_uri,Aaron Keith III,Aaron Mills,Abigail Wong,Adam Ramirez,Adam Rogers,Adam Williams,Albert Paul,Alexis Levy,Alicia Garcia,Alicia Wiley,Alison Perry,Alyssa Burgess MD,Amy Dickerson,Amy Morris,Amy Rodriguez,Andrea Cochran,Andrea Smith,Andrea Tucker,Annette Green,Ashley Mcguire,Brian Hill,Brittany Anderson,Caitlin Washington,Calvin Estrada,Casey Perry,Charles Martin,Cindy Jones,Craig Leon,Cynthia Roach,Daniel Jones,Denise Reynolds,Dr. Ronald Thomas,Drew Williams,Eddie Reid,Emily Smith,Eric Moon,Erik Santana,Fernando Hinton,Hannah Galvan,James Fowler,James Johnson,Jason Moreno,Jeanette Bishop MD,Jennifer Oconnor,Jeremy Campbell,Jeremy Williamson,Jesse Richardson,Jon Lewis,Julie Bullock,Kaitlyn Leon,Karen Perez,Kathleen Valencia,Katrina Case MD,Kelly Smith,Kevin Sims,Kirk Gordon,Lauren Rogers,Linda Torres,Lisa Price,Lucas Boone,Mark Russell,Mary Rodriguez,Megan Chapman,Michael Green,Michelle Sellers,Mr. Tracy Aguilar,Mrs. Kayla Hill DDS,Ms. Tracy Cruz,Nancy Hughes,Nicholas Navarro,Nicholas Smith,Nicole Gay,Pamela Stone,Rachel Smith,Rita Perez,Ryan Wolfe,Sally Morgan,Samuel Hall,Sandra Smith,Scott Greene,Shannon Parrish,Stephanie Anderson,Stephanie Cox,Steven Martinez,Steven Russell,Summer Davis,Teresa Acosta,Teresa Bowman,Terry Lane,Terry Myers,Tina Fisher,Tonya Long,Travis Montgomery,Travis Montoya,Veronica Jackson,Veronica Walker,Victoria Perez,William Carpenter,William Vaughn,Zachary Miles
http://mcdaniel.com/,1.0,,,,2.0,,0.0,0.0,3.0,3.0,2.0,,1.0,,3.0,0.0,5.0,3.0,,1.0,0.0,1.0,5.0,3.0,0.0,0.0,,1.0,,0.0,5.0,4.0,5.0,3.0,,2.0,3.0,,,2.0,2.0,,3.0,5.0,,3.0,,,,1.0,,4.0,4.0,3.0,1.0,4.0,,2.0,0.0,0.0,,3.0,0.0,2.0,1.0,0.0,,0.0,5.0,0.0,4.0,2.0,0.0,0.0,,1.0,,2.0,,,,2.0,,3.0,,,3.0,5.0,5.0,4.0,,,3.0,2.0,,2.0,1.0,0.0,3.0,0.0
https://davis.info/app/home.htm,0.0,0.0,4.0,2.0,,3.0,3.0,1.0,,3.0,,,,2.0,5.0,0.0,,4.0,3.0,,3.0,,4.0,,2.0,3.0,4.0,4.0,3.0,4.0,1.0,,,2.0,5.0,,,1.0,,,,0.0,,,2.0,2.0,5.0,0.0,5.0,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,,2.0,2.0,,5.0,0.0,3.0,2.0,2.0,3.0,2.0,5.0,,3.0,,3.0,,,,4.0,1.0,4.0,,,5.0,2.0,0.0,4.0,4.0,,,,1.0,1.0,,5.0,5.0,0.0
http://sampson-robinson.com/blog/list/wp-content/terms/,2.0,,,0.0,2.0,2.0,3.0,,5.0,1.0,,3.0,,,4.0,0.0,,4.0,,,0.0,0.0,2.0,5.0,5.0,2.0,5.0,0.0,,5.0,4.0,1.0,,2.0,2.0,,2.0,,5.0,,,5.0,1.0,2.0,,3.0,2.0,4.0,,4.0,,0.0,5.0,4.0,1.0,3.0,,4.0,3.0,1.0,1.0,,2.0,4.0,,4.0,3.0,3.0,1.0,,1.0,,,4.0,5.0,2.0,5.0,4.0,2.0,3.0,1.0,,4.0,4.0,2.0,0.0,3.0,0.0,5.0,5.0,5.0,,,,3.0,,0.0,,4.0,
http://garcia-martin.com/tag/list/category.html,2.0,,,4.0,0.0,,3.0,0.0,,3.0,2.0,,3.0,5.0,1.0,0.0,4.0,1.0,,2.0,,3.0,2.0,,5.0,,,4.0,5.0,1.0,0.0,4.0,2.0,3.0,,0.0,1.0,,4.0,5.0,2.0,,2.0,,,4.0,5.0,,,2.0,5.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,,,4.0,3.0,4.0,0.0,2.0,2.0,0.0,3.0,5.0,3.0,0.0,5.0,,4.0,5.0,,5.0,,,1.0,,3.0,5.0,1.0,1.0,2.0,2.0,,,,,,,2.0,5.0,1.0,4.0,1.0
https://steele.com/category/categories/categories/post.asp,5.0,,,3.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,,3.0,1.0,,,1.0,1.0,1.0,4.0,5.0,0.0,0.0,,3.0,,0.0,2.0,2.0,,,0.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,,1.0,5.0,1.0,0.0,2.0,,3.0,5.0,,1.0,,5.0,0.0,4.0,1.0,0.0,,3.0,4.0,,,4.0,2.0,0.0,,,1.0,,4.0,,4.0,3.0,2.0,2.0,,2.0,2.0,,2.0,,,3.0,4.0,2.0,5.0,0.0,,,3.0,,,4.0,5.0,2.0,0.0
http://www.rodriguez-welch.com/explore/categories/search/search.html,5.0,,,2.0,,,5.0,1.0,0.0,1.0,,,5.0,2.0,,3.0,2.0,4.0,,0.0,0.0,0.0,,,5.0,2.0,,5.0,4.0,1.0,0.0,0.0,0.0,2.0,,0.0,,5.0,,,,,4.0,0.0,,2.0,3.0,0.0,,2.0,,2.0,3.0,2.0,2.0,5.0,,5.0,1.0,5.0,2.0,,,1.0,,,2.0,,0.0,1.0,3.0,,5.0,3.0,,2.0,2.0,0.0,4.0,2.0,,0.0,,2.0,,,2.0,5.0,3.0,0.0,,,0.0,,1.0,,2.0,1.0,3.0,5.0
http://www.eaton.info/terms.htm,4.0,,,,,,1.0,1.0,0.0,5.0,1.0,,5.0,5.0,5.0,4.0,1.0,0.0,5.0,3.0,5.0,0.0,4.0,5.0,4.0,5.0,,2.0,,1.0,0.0,2.0,,2.0,,3.0,2.0,,,4.0,4.0,,0.0,5.0,,5.0,5.0,2.0,,3.0,,1.0,5.0,,4.0,5.0,2.0,0.0,,0.0,2.0,,1.0,2.0,0.0,1.0,3.0,2.0,4.0,4.0,4.0,,,4.0,4.0,3.0,4.0,,4.0,,5.0,3.0,2.0,5.0,,4.0,0.0,5.0,2.0,0.0,,,5.0,0.0,,3.0,3.0,1.0,3.0,3.0
https://www.johnson-frye.biz/,,4.0,1.0,0.0,,5.0,3.0,0.0,,1.0,1.0,4.0,3.0,,,1.0,4.0,0.0,1.0,,,,3.0,0.0,0.0,1.0,,0.0,,3.0,3.0,,,0.0,,2.0,,4.0,,4.0,4.0,1.0,5.0,,,1.0,5.0,3.0,,3.0,5.0,1.0,1.0,,4.0,4.0,5.0,0.0,2.0,0.0,,4.0,3.0,4.0,0.0,5.0,2.0,,0.0,,0.0,3.0,3.0,4.0,4.0,0.0,0.0,,,5.0,,3.0,0.0,4.0,,,2.0,1.0,2.0,4.0,1.0,,1.0,3.0,2.0,4.0,0.0,2.0,,3.0
http://www.pena.biz/home/,,,,,,,3.0,3.0,0.0,4.0,0.0,,5.0,0.0,,1.0,,0.0,,3.0,3.0,5.0,1.0,1.0,4.0,,4.0,4.0,5.0,1.0,3.0,4.0,,0.0,,1.0,2.0,1.0,,2.0,4.0,2.0,2.0,1.0,,1.0,3.0,4.0,2.0,,2.0,2.0,,0.0,5.0,,4.0,0.0,0.0,3.0,4.0,4.0,2.0,1.0,,4.0,0.0,,1.0,1.0,3.0,,,0.0,4.0,5.0,5.0,5.0,,1.0,,0.0,,1.0,,,4.0,2.0,2.0,4.0,0.0,,3.0,4.0,,0.0,1.0,1.0,4.0,0.0
https://www.harper-braun.net/blog/login/,,5.0,2.0,,3.0,4.0,,5.0,1.0,4.0,2.0,,2.0,4.0,4.0,4.0,,4.0,,,,,,,5.0,,,4.0,,0.0,1.0,1.0,5.0,,,,0.0,,,,1.0,,3.0,,,4.0,1.0,3.0,5.0,5.0,3.0,4.0,,5.0,,5.0,2.0,0.0,2.0,2.0,5.0,,,4.0,4.0,4.0,,,0.0,3.0,1.0,2.0,,5.0,,0.0,0.0,3.0,1.0,4.0,1.0,,,4.0,,3.0,,5.0,3.0,5.0,,,4.0,,1.0,,3.0,3.0,3.0,5.0
https://www.perez.info/category.html,1.0,,2.0,,,1.0,4.0,3.0,,5.0,,5.0,4.0,,5.0,,2.0,3.0,,0.0,3.0,,4.0,,2.0,,0.0,3.0,,3.0,2.0,2.0,4.0,,4.0,,2.0,,1.0,,0.0,4.0,,,,4.0,4.0,5.0,,0.0,1.0,1.0,,0.0,2.0,1.0,1.0,4.0,3.0,5.0,0.0,1.0,,4.0,2.0,3.0,,1.0,2.0,,,,0.0,4.0,4.0,5.0,1.0,0.0,0.0,,4.0,,0.0,5.0,,5.0,4.0,,3.0,,,,,2.0,4.0,,0.0,1.0,,2.0
https://maldonado-russell.com/tag/wp-content/category/,3.0,,5.0,5.0,5.0,,3.0,0.0,,,,,0.0,,0.0,2.0,,0.0,,2.0,2.0,2.0,2.0,,1.0,4.0,,1.0,,3.0,0.0,4.0,,5.0,,2.0,0.0,,,,4.0,,3.0,,0.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,,2.0,1.0,4.0,,,,5.0,,5.0,,,1.0,4.0,2.0,1.0,0.0,,,,5.0,2.0,0.0,2.0,,,5.0,5.0,1.0,,,,,3.0,5.0,4.0,1.0,3.0,1.0
https://woods.com/,5.0,0.0,,5.0,0.0,3.0,4.0,,,2.0,,,3.0,3.0,1.0,4.0,,3.0,3.0,3.0,5.0,,1.0,4.0,0.0,5.0,,0.0,4.0,1.0,,5.0,4.0,1.0,2.0,,,,,,4.0,4.0,4.0,,,1.0,0.0,0.0,,2.0,,,2.0,,4.0,1.0,,5.0,4.0,0.0,0.0,4.0,3.0,1.0,,2.0,,,4.0,0.0,5.0,,,3.0,5.0,3.0,0.0,4.0,,,,0.0,,2.0,,,,,5.0,0.0,,,3.0,3.0,1.0,,5.0,,5.0,4.0
https://barry.net/,4.0,2.0,,,5.0,0.0,4.0,2.0,,1.0,,5.0,,2.0,2.0,3.0,,1.0,0.0,2.0,3.0,5.0,5.0,,5.0,1.0,,0.0,3.0,4.0,0.0,0.0,5.0,4.0,,2.0,1.0,1.0,,0.0,0.0,1.0,3.0,,,5.0,2.0,0.0,,3.0,0.0,,,2.0,5.0,1.0,,1.0,3.0,5.0,0.0,,1.0,1.0,3.0,5.0,4.0,4.0,4.0,0.0,5.0,5.0,3.0,,,2.0,3.0,,2.0,3.0,5.0,4.0,3.0,5.0,,3.0,,4.0,4.0,5.0,,,4.0,3.0,0.0,1.0,,,,4.0
http://www.ford.info/index.html,,,2.0,,1.0,,4.0,3.0,5.0,5.0,2.0,,1.0,,1.0,3.0,0.0,2.0,1.0,0.0,,3.0,0.0,0.0,3.0,,3.0,4.0,4.0,5.0,2.0,3.0,,4.0,,0.0,3.0,4.0,4.0,0.0,1.0,,0.0,,0.0,5.0,5.0,1.0,0.0,5.0,,4.0,,1.0,5.0,3.0,,2.0,4.0,2.0,5.0,4.0,,,1.0,,3.0,2.0,4.0,5.0,0.0,0.0,,0.0,3.0,1.0,5.0,5.0,0.0,,,1.0,,3.0,0.0,,2.0,3.0,2.0,5.0,4.0,2.0,5.0,0.0,1.0,,,4.0,0.0,5.0
http://www.farmer.info/index.php,3.0,,,,4.0,2.0,4.0,0.0,2.0,1.0,,,1.0,4.0,3.0,1.0,2.0,5.0,,3.0,5.0,1.0,4.0,,0.0,,,4.0,3.0,4.0,2.0,4.0,1.0,3.0,0.0,,0.0,,,1.0,1.0,3.0,3.0,,4.0,4.0,0.0,3.0,,1.0,,1.0,,5.0,2.0,3.0,3.0,,2.0,4.0,,,5.0,3.0,1.0,5.0,0.0,,,4.0,,,,3.0,2.0,5.0,5.0,5.0,1.0,1.0,4.0,2.0,3.0,2.0,,,,1.0,3.0,,,,4.0,,5.0,,4.0,,0.0,
https://www.cox.org/,1.0,,,,1.0,,4.0,3.0,4.0,0.0,2.0,0.0,5.0,,1.0,1.0,,0.0,0.0,,2.0,,4.0,,5.0,,,5.0,2.0,,0.0,5.0,,,3.0,,5.0,,4.0,4.0,3.0,,3.0,,,4.0,4.0,1.0,5.0,,2.0,0.0,,0.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,,1.0,3.0,3.0,,5.0,,3.0,5.0,5.0,4.0,1.0,3.0,4.0,0.0,3.0,4.0,5.0,,,1.0,4.0,4.0,3.0,2.0,0.0,,4.0,,,,,3.0,4.0,3.0,,2.0,5.0,
http://hicks.com/,0.0,,,,,,4.0,1.0,5.0,3.0,3.0,,1.0,,3.0,3.0,,4.0,,5.0,,,3.0,5.0,4.0,1.0,,5.0,3.0,4.0,,0.0,,,,2.0,4.0,,,0.0,,,3.0,,,0.0,1.0,1.0,,1.0,,5.0,,4.0,3.0,5.0,,5.0,2.0,0.0,3.0,,1.0,1.0,,1.0,,2.0,3.0,5.0,0.0,3.0,3.0,5.0,0.0,4.0,3.0,5.0,,,5.0,1.0,,0.0,3.0,5.0,5.0,,0.0,,,5.0,3.0,,2.0,,,,0.0,0.0
http://cherry.com/wp-content/faq.html,2.0,,,,5.0,2.0,1.0,5.0,0.0,4.0,,,5.0,,4.0,0.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,,5.0,,3.0,,,5.0,5.0,4.0,4.0,,,1.0,4.0,1.0,4.0,,5.0,3.0,5.0,,3.0,3.0,,,2.0,4.0,4.0,1.0,3.0,5.0,5.0,,,5.0,4.0,1.0,5.0,,,1.0,,0.0,,,5.0,,2.0,,4.0,0.0,1.0,,,,4.0,,2.0,3.0,5.0,1.0,,0.0,,,,,,,3.0,0.0,5.0
https://phillips.com/faq.html,2.0,3.0,,4.0,0.0,0.0,2.0,2.0,,0.0,5.0,,,,1.0,0.0,,5.0,5.0,,,,1.0,,3.0,,,4.0,,5.0,3.0,5.0,,1.0,5.0,,3.0,,,4.0,0.0,,2.0,3.0,,1.0,3.0,,,,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,0.0,1.0,,,2.0,2.0,,5.0,3.0,,0.0,1.0,,,,0.0,2.0,3.0,0.0,,2.0,,,1.0,,3.0,,,,2.0,2.0,3.0,,,2.0,,2.0,3.0,0.0,0.0,,5.0
http://www.bell.com/main.php,0.0,,,4.0,4.0,,1.0,4.0,,1.0,1.0,,2.0,,1.0,2.0,,3.0,,2.0,,0.0,5.0,,0.0,3.0,1.0,0.0,5.0,3.0,0.0,4.0,,5.0,2.0,,3.0,5.0,,0.0,,1.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,2.0,0.0,1.0,2.0,4.0,3.0,,,1.0,2.0,2.0,,,3.0,1.0,4.0,1.0,4.0,,5.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,0.0,,4.0,3.0,,2.0,4.0,0.0,,4.0,0.0,0.0,5.0,4.0,0.0,0.0,,4.0,0.0,,,0.0,4.0,4.0
http://matthews.net/about.htm,2.0,5.0,,4.0,,5.0,1.0,0.0,2.0,,,,0.0,4.0,4.0,4.0,,3.0,4.0,3.0,,1.0,1.0,,4.0,,,3.0,2.0,1.0,4.0,4.0,,5.0,1.0,,2.0,0.0,,,2.0,1.0,5.0,,,1.0,2.0,5.0,,4.0,,5.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,,3.0,4.0,1.0,,0.0,0.0,0.0,2.0,2.0,,0.0,4.0,0.0,3.0,2.0,0.0,3.0,5.0,,2.0,,5.0,3.0,5.0,,5.0,0.0,4.0,3.0,4.0,,3.0,0.0,2.0,0.0,1.0,,3.0
https://www.tanner-jarvis.com/categories/category/author.html,1.0,,,3.0,3.0,3.0,1.0,1.0,2.0,0.0,,,2.0,,3.0,0.0,,4.0,,,,,3.0,,5.0,1.0,2.0,4.0,,2.0,0.0,0.0,,1.0,1.0,,3.0,,,3.0,0.0,5.0,3.0,1.0,,1.0,0.0,3.0,5.0,,2.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,5.0,5.0,,1.0,0.0,2.0,,0.0,,4.0,4.0,,0.0,2.0,,3.0,,1.0,,2.0,,4.0,5.0,3.0,,5.0,,,,,2.0,0.0,1.0,0.0,2.0,,,3.0,0.0,3.0,0.0,1.0
https://ramsey-chang.net/search/homepage/,,2.0,,,3.0,,5.0,2.0,0.0,3.0,3.0,,,,3.0,1.0,,0.0,0.0,3.0,2.0,0.0,,3.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,4.0,,,,1.0,1.0,3.0,0.0,4.0,,0.0,,5.0,2.0,2.0,0.0,2.0,0.0,3.0,,3.0,0.0,4.0,,2.0,3.0,,,1.0,4.0,1.0,1.0,2.0,4.0,,1.0,2.0,3.0,5.0,,0.0,3.0,3.0,,0.0,0.0,,3.0,5.0,,4.0,3.0,,1.0,,0.0,0.0,3.0,,,0.0,,3.0,5.0,,5.0,2.0
https://williams.biz/wp-content/posts/category/,,,,0.0,2.0,,4.0,,1.0,2.0,5.0,2.0,4.0,,4.0,0.0,,1.0,5.0,0.0,2.0,,4.0,,5.0,,,3.0,,3.0,5.0,4.0,3.0,5.0,2.0,5.0,,,,1.0,4.0,,,5.0,2.0,0.0,1.0,5.0,,4.0,3.0,1.0,,5.0,1.0,3.0,3.0,4.0,5.0,4.0,4.0,,0.0,0.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,,4.0,3.0,0.0,2.0,1.0,4.0,3.0,,1.0,5.0,3.0,2.0,,4.0,0.0,2.0,0.0,3.0,,,0.0,5.0,3.0,1.0,1.0,4.0,5.0,4.0
http://johnson-phillips.com/category.php,4.0,,2.0,1.0,,,2.0,5.0,1.0,3.0,5.0,3.0,,5.0,2.0,0.0,5.0,2.0,,,,,5.0,5.0,0.0,1.0,2.0,3.0,,2.0,4.0,,,3.0,,5.0,0.0,,,5.0,4.0,4.0,0.0,,,3.0,1.0,,,4.0,,4.0,,2.0,1.0,2.0,1.0,5.0,5.0,0.0,,2.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,0.0,,1.0,2.0,5.0,2.0,0.0,,,,0.0,1.0,,5.0,5.0,1.0,,2.0,0.0,3.0,,,4.0,1.0,,,3.0,,5.0,3.0
https://herrera.biz/wp-content/tags/search/about.php,4.0,,5.0,,,0.0,3.0,4.0,1.0,2.0,5.0,,3.0,3.0,1.0,1.0,2.0,,3.0,,,,3.0,,2.0,,,3.0,3.0,4.0,,1.0,1.0,3.0,5.0,0.0,1.0,3.0,,4.0,,,0.0,0.0,,2.0,3.0,,2.0,0.0,3.0,1.0,,,2.0,2.0,,0.0,1.0,2.0,,,4.0,5.0,3.0,3.0,,5.0,2.0,,1.0,2.0,1.0,,,5.0,5.0,2.0,0.0,,5.0,1.0,2.0,4.0,,,4.0,3.0,3.0,4.0,,4.0,4.0,2.0,2.0,1.0,5.0,,3.0,5.0
https://myers.com/,5.0,,0.0,,1.0,,3.0,,3.0,0.0,2.0,0.0,4.0,,2.0,1.0,,3.0,,,,,,,4.0,1.0,2.0,5.0,5.0,3.0,,3.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,0.0,,,1.0,,,4.0,2.0,1.0,,3.0,,3.0,,0.0,1.0,3.0,2.0,1.0,5.0,0.0,1.0,4.0,3.0,,,1.0,,,1.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,4.0,,,5.0,2.0,,,2.0,3.0,3.0,4.0,,2.0,1.0,,3.0,5.0,4.0,,0.0,4.0,2.0,0.0,1.0
